FileName	PredictedText
ban_02194_00261211702	প্রাইম স্টিল রি-রোলিং মিলস দেশের অর্থনৈতিক বিকাশে বিশেষ অবদান রাখছে
ban_01701_02111313359	তাদের পরবর্তী খেলা 7 নভেম্বর বিকেল 4:00 টে
ban_01232_01648729737	ভৈরব-টু-কিশোরগঞ্জ রোড এই চলতে থাকুন
ban_01232_01384429683	প্রাইম এসএসসি পরীক্ষার প্রাইম গ্রুপ অফ ইন্ডাস্ট্রিজ এর একটি সহযোগী প্রতিষ্ঠান
ban_01232_01241078585	কোন ফোন নাম্বারটা যেমন আপনি প্রথমটাই বলতে পারেন অথবা বাতিল বলুন
ban_02194_01773662757	এসকে হোল্ডিংস হাজার 953 সালে দক্ষিণ কোরিয়াতে স্থপতি হয়
ban_03042_01042387776	বাংলাদেশের প্রধানমন্ত্রী কে
ban_00737_01369750465	হাজার 900 মে হোটেল সুন্দরবন এ আপনার রিজার্ভেশন শেষ হবে
ban_03042_00078629846	ওয়েবে যে সমস্ত মুভির কথা বার বার আসে
ban_00779_01862535160	কুমিল্লা-সিলেট মহাসড়কে থাকতে ডানদিকে ধরুন
ban_00737_01300573431	নওগাঁ
ban_00779_00748874553	বসুন্ধরা সিটি ভবনটি একটি 21 তলাবিশিষ্ট ভবন নিচতলা বিপণিবিতানের জন্য ব্যবহার করা হয়
ban_00779_01756883862	এই হল রাজশাহী হতে প্রস্থান করার ফ্লাইট এর তথ্য
ban_03042_01079664595	এইগুলো ঢাকার কিছু জনপ্রিয় স্থান
ban_02194_01424488195	রেনাটা বাংলাদেশের অন্যতম শীর্ষস্থানীয় এবং দ্রুততম ক্রমবর্ধমান ফার্মাসিটিক্যাল উপস্বাস্থ্য পণ্য কোম্পানি
ban_03042_01850287351	কোন এলার্ম অ্যাপটি
ban_03042_00091895162	উত্তর হল 7 দশমিক 52 টাকা
ban_03042_00709547682	আনতানানারিভো মাদাগাস্কারের রাজধানী
ban_00779_01001546919	বীর উত্তম রফিকুল ইসলাম সরনী এ বামদিকে বাক নিন
ban_03042_01671497058	রফিক উদ্দিন আহমেদ মহান ভাষা আন্দোলনের অন্যতম শহীদ
ban_03042_01054039044	এইগুলো রফিকুল আলম পাভেল এর কাজ
ban_03042_00301231027	freemarket.com সময় দাম 2.3% বেড়ে 705 টাকা হয়েছে
ban_00737_00091462052	3 আগস্ট দুপুর তিনটার বাংলাদেশ বিমান 363 ফ্লাইট বাতিল করা হয়েছে
ban_00737_00214558328	ডি আই টি সড়ক ও তসলিম সড়কে ডানদিকে বাগনান
ban_00737_01058137099	পূর্বাভাস অনুসারে -1 ডিগ্রি সেলসিয়াস তাপমাত্রায় তুষারপাত হতে পারে
ban_03042_00752064755	বাজারে কেনা বেচার পূর্বে এটা 2.3% বেড়ে 750 টাকায় হয়েছে
ban_03042_02119461967	ঢাকা-ময়মনসিংহ মহাসড়কে থাকতে অল্প ডানদিক ধরুন
ban_00737_00645651868	ঢাকা-মাওয়া মহাসড়কে ডানদিকে বাগনান
ban_02194_00137262656	সাইনমাস কোম্পানি হাজার 997 সালে স্থাপিত হয়েছে
ban_03042_00472334753	রাজবাড়ী
ban_00737_01558144159	অ্যাম্বার ইন্ডিয়ার আশ্চর্য রাত 10 টা পর্যন্ত খোলা
ban_03042_00822749294	মাশরাফি তিনবার স্ট্যাম্পিংয়ের চেষ্টা করেছেন
ban_03042_01661818091	ইউনাইটেড এয়ারলাইন্স ফ্লাইট চৌদ্দশত 72 আগামীকাল জি 97 গেট থেকে ছেড়ে g16 গেটে পৌছবে
ban_02194_00463716554	আমি এখনো বুঝতে পারিনি এই ইভেন্ট সংরক্ষণ করতে হ্যাঁ বলুন অথবা বাতিল বলুন
ban_02194_01548843362	লোকেশন সেটিং চালু হচ্ছে
ban_00737_01753604993	যাকে আপনি কল করতে চাচ্ছেন তিনি হয়তো আপনার পরিচিতি তালিকাতে নেই দয়া করে একটি পরিচিতি বাছাই করুন
ban_01701_01887185268	আফতেরওয়ার্ড ট্রেডিংয়ের গুগোল 2.3% নেমে 750 ডলারের ঠিক আছে
ban_03042_01502546129	এখানে শাকিব খানের আসন্ন মুভি গুলো দেয়া হলো
ban_00737_01527198773	অবশ্যই আপনার নাম কি
ban_00737_01574307277	ঢাকা-ময়মনসিংহ মহাসড়কে বামদিকে বাক নিন
ban_01232_00759910748	হাজার 984 2012 সালে হুমায়ূন আহমেদ মৃত্যুবরণ করেন
ban_03042_00353836213	ঢাকা-ময়মনসিংহ মহাসড়কে বামদিকে বাকুনিন
ban_01232_01723299970	হ্যাঁ আজ ঢাকায় তুষারপাত হতে পারে
ban_02194_00990901712	মার্কেটটি আমেরিকান ফার্মাসিটিক্যাল কম্পানি
ban_03042_01734933229	5% বকশিশ এ 3.75 হবে
ban_03042_01689251323	ঠিক আছে শুক্রবার আপনি কি এটা সংরক্ষণ করতে চান
ban_01232_01056765489	আপনার বর্তমান অবস্থান প্যারিস
ban_00737_01526339985	আপনার বিল জানতে সাইনইন করুন
ban_01232_00001248211	মোঃ জিল্লুর রহমান উড়াল সড়ক অল্প ডানদিকে
ban_03042_00855374721	জয়ের মাছে দীর্ঘতম গোল 10 মিটার
ban_01232_00841726118	আব্দুল হামিদ খান ভাসানী
ban_00737_02033556613	ফয়সাল স্পিনিং মিলস গুলশানে অবস্থিত
ban_03042_00480520496	রাঙ্গুনিয়া
ban_02194_00014956534	ভক্সওয়াগেন জার্মানির বৃহত্তম এবং পৃথিবীর দ্বিতীয় বৃহত্তম গাড়ি নির্মাতা প্রতিষ্ঠান
ban_03042_01965464941	কাল সকালে এই সিনেমাগুলো ঢাকার আশেপাশের থিয়েটার গুলো চলবে
ban_00737_01049764750	আফটার আবার ট্রেনিং এরপর মূল্য 2.3% বেড়ে 750 টাকা হয়েছে
ban_00779_00859588553	আজ খুলনাতে বাতাসের গতিবেগ এর পূর্বাভাস
ban_03042_00984627707	হাজার 979 সালে সাখাওয়াত হোসেন মৃত্যুবরণ করেন
ban_00779_01293455175	কারাকাস ভেনেজুয়েলার রাজধানী
ban_01232_00207183322	ট্রেড 705 টাকায় শেষ হয়ে গেছে
ban_01232_00153367309	পদ্মা অয়েল কোম্পানি শুধুমাত্র সবচেয়ে বড় নয় বরং প্রাচীনতম তেল সংশ্লিষ্ট প্রতিষ্ঠান
ban_01232_00990894910	হুমায়ুন আজাদ
ban_02194_00173785383	আপনি যাকে ভিডিও কল করতে চান সে আপনার পরিচিতিতে নাও থাকতে পারে পরিচিতি বেছে নিতে স্পর্শ করুন
ban_03042_00708245025	ট্রেডিং প্রাইস 750 ডলার
ban_03042_00280259562	ইসলামিক ফাইন্যান্স অ্যান্ড ইনভেস্টমেন্ট বিভিন্ন ধরনের একাউন্টের মাধ্যমে আমানত সংগ্রহ করে
ban_01701_00007348070	ঢাকা-ময়মনসিংহ মহাসড়কে থাকতে ডানদিক ধরুন
ban_03042_01766160251	নয়াডিঙ্গী-সাটুরিয়া সড়ক অল্প ডান দিকে ঘুরে মানিকগঞ্জ-সাটুরিয়া সড়কে পরিণত হয়
ban_01232_01848389740	একটি নির্দিষ্ট সময় অবস্থান বা পরিচিতির কথা বলুন অথবা সেট রিমাইন্ডার বলে নির্দেশ দিন
ban_01232_00813945060	পূর্বাভাস অনুযায়ী তাপমাত্রা 34 ডিগ্রি সেলসিয়াস এবং তার সাথে ভারী বৃষ্টিপাত হতে পারে
ban_02194_00838447333	দেশবন্ধু পলিমার একটি পিপি ওভেন ব্যাগ প্রস্তুতকরণ কারখানা
ban_03042_00926033355	বেগম রোকেয়া সাখাওয়াত হোসেন উনবিংশ শতাব্দীর একজন খ্যাতিমান বাঙালি সাহিত্যিক ও সমাজ সংস্কারক
ban_00737_01334169593	কিশিনেভ মলদোভার রাজধানী
ban_01701_01511408844	মোবাইল স্পিকারের জনকে কল করা হচ্ছে
ban_03042_01485431930	ঢাকা-ময়মনসিংহ মহাসড়কের সাথে চলতে থাকুন
ban_00779_00817355721	7 ই নভেম্বর বিকাল চারটায়
ban_03042_02006672354	অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট শুক্রবারে বন্ধ
ban_01701_00759028535	জামালপুর শেরপুর মহাসড়কের সাথে চলতে থাকুন
ban_03042_01713363429	ইউনাইটেড এয়ারলাইন্সের ফ্লাইট 914 772 আজ গেইট g7 90 থেকে ছেড়ে গেইট ষোলতে পৌঁছায় দুপুর তিনটা পর্যন্ত দেরি হবে
ban_02194_01415241924	সিটি গ্রুপ একটি আমেরিকান বহুজাতিক ব্যাংকিং ও আর্থিক সেবা প্রদানকারী প্রতিষ্ঠান
ban_00779_01664318069	সাব্বির পাঁচটি উইকেট করেছে
ban_01701_02050816811	বারাক ওবামার ভাই-বোনদের অন্তর্গত
ban_02194_01620674934	ঢাকা ময়মনসিংহ মহাসড়ক ধরে চলতে থাকুন
ban_01232_00385236671	বিড়ালের ছবি ঠিক আছে
ban_01232_01201582689	চৌমাথায় মিন্টু রোডের সোজাসুজি চলতে থাকুন
ban_03042_01413467063	রফিক উদ্দিন আহমেদ হাজার 952 সালের একুশে ফেব্রুয়ারি পাকিস্তানি সেনার গুলিতে নিহত হন
ban_02194_00786890214	কেনাবেচার পড়ি গুগোল 2.3% নেমে এখন 750 ডলার হয়েছে
ban_02194_00962645658	আপনার পছন্দমতো বেছে নিন
ban_01701_00028170441	গ্রিল থেকে উদ্ভব
ban_03042_00664374890	অনুরোধ বাতিল করা হচ্ছে
ban_03042_01385776379	কক্সবাজারের আশেপাশের এয়ারপোর্ট গুলোতে যা রয়েছে
ban_00737_00981022365	চট্টগ্রাম-খাগড়াছড়ি সড়কে অল্প ডানদিকে
ban_00737_00229473731	ফ্রিমাকে ট্রেনিং এর সময় গুগলের দাম 2.3% কমে 75 টাকায় ঠিক আছে
ban_01232_00260779159	নভেম্বর 17 তারিখ বেলা চারটায় বাকিং সদা রেঞ্জার্স মুখোমুখি হবে
ban_01232_01710732391	রহিম টেক্সটাইল মিলস একটি পাবলিক কোম্পানি
ban_00779_01376805426	উবার ডাউনলোড করা হচ্ছে
ban_03042_02010767088	এরা এলআরবি ব্যান্ডের সদস্য
ban_03042_01498491653	যে মাছগুলো পদ্মা নদীতে পাওয়া যায়
ban_01232_01732437526	কিছু বিড়াল ঠিক আছে
ban_03042_00058689721	চৌমাথায় ফরিদপুর ভাঙ্গা মহাসড়ক হতে দ্বিতীয় প্রস্থান করুন
ban_00779_01578345941	রিজার্ভেশন এর কোন তথ্য জিমেইলে পাওয়া যায়নি
ban_00737_01622033245	ময়েজউদ্দীন রোড পাঁচদোনা ঘোরাশাল এ ডানদিকে বাক্টিন
ban_00737_01192459783	জুপিটারের চাঁদ গুলো হল
ban_00779_01841924281	দুঃখিত আপনি কি এই রিমাইন্ডার টি সংরক্ষণ করতে চান
ban_01232_01746399177	জিকিউ বলপেনের ইন্ডাস্ট্রিজ ইকোনো এবং জিকিউ নামে দুটি কিংবদন্তি ব্র্যান্ড চালু করেছে বাংলাদেশ
ban_02194_01646847737	ভিক্টোরিয়া শেষ এলেন রাজধানী
ban_00737_00606350601	প্রিমিয়ার সিমেন্ট মিলস এখন অধিক বিক্রিত সিমেন্ট
ban_00737_00457157039	আপনার কোন কর্ম থিকানা সংরক্ষিত নেই
ban_03042_00081010395	14 ফেব্রুয়ারি 2013 বৃহস্পতিবার ভালোবাসা দিবস শুরু হয়েছিল এবং শেষ হয়েছিল 14 ফেব্রুয়ারি 2013 বৃহস্পতিবার এ
ban_00737_01466345242	আজ বাংলাদেশ বিমানের ফ্লাইট চৌদ্দশত 72 গেট থেকে ছেড়ে j2a পৌঁছাবে
ban_00737_00589760798	কিছু বিড়ালের ছবি এই নিন
ban_02194_00152459373	এই হল স্টারবাকস এর ঠিকানা
ban_01232_01846340665	আমি বুঝতে পারলাম না আর একবার বলুন
ban_03042_02145644347	গ্রিনপিসের পাঁচটি পাস ডিফেন্ড হয়েছে
ban_03042_01321163285	ফরিদপুর জেলা
ban_02194_01493845701	ইসলাম বার্জার বিশ্বের বৃহত্তম তৈল ক্ষেত্র পরিষেবা কোম্পানি
ban_03042_01603736424	চায়না পোস্ট গ্রুপ তার গ্রাহকদের চিঠি পোস্ট পার্সেল সার্ভিস ইএমএস ডেলিভারি মাল ফরওয়ার্ডিং বিবিধ সেবা দিয়ে যায়
ban_00737_00552506714	ডিউটি 455 ইংল্যান্ড আছে
ban_00737_00603261436	তারা 5 উইকেটে হেরে গেছে
ban_02194_01473248170	উইলিয়াম শেক্সপিয়ারের নাটক গুলো আরো আছে
ban_00779_02022798903	14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার ভালোবাসা দিবস শুরু হবে এবং শেষ হবে 14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার
ban_00737_01723709817	নিউইয়র্ক এর উচ্চতা পাচার পূর্বাভাস অনুযায়ী আজকের তাপমাত্রা মাইনাস 1 ডিগ্রি
ban_00737_01165084727	নেত্রকোনা
ban_02194_00671513433	ঢাকা-ময়মনসিংহ মহাসড়কে বামদিকে বাঁক নিয়ে চলতে থাকুন
ban_01232_00748723719	অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট মাউন্টেইন ভিউ 12290 ওয়েস্ট এল ক্যামিনো রিয়ালে অবস্থিত
ban_00737_00415844354	জামালপুর শেরপুর মহাসড়কে ডানদিকে চলুন
ban_01232_01192006902	জয়দেবপুর টাঙ্গাইল জামালপুর মহাসড়ক অনুসরণ করতে থাকুন
ban_02194_01430528890	আবুল বরকত
ban_03042_01598977610	এই যন্ত্রে মিডিয়া পরিচালনা করা সম্ভব নয়
ban_02194_01752017932	শেখ হাসিনার ভাই-বোনদের অন্তর্গত
ban_01232_00276530623	বার্তা পাঠানো হচ্ছে
ban_03042_00752031590	পরিচিতির নামটি পুনরায় বলতে চেষ্টা করুন অথবা বাতিল বলুন
ban_00737_01057826743	বাজার মূলধন ও গ্রাহকদের পরিপ্রেক্ষিতে অস্ট্রেলিয়া 4 বৃহত্তম আর্থিক প্রতিষ্ঠান একটি ন্যাশনাল অস্ট্রেলিয়া ব্যাংক
ban_00737_00739720529	আপনাকে স্বাগতম
ban_01232_00484910122	হাওয়াইয়ের দ্বীপগুলোতে যা আছে
ban_01232_01624991025	ম্যাকসন্স স্পিনিং মিলস উচ্চ মানের পণ্য সম্ভাব্য সর্বনিম্ন খরচে প্রদান করতে প্রস্তুত
ban_01232_00081053932	চৌমাথায় চট্টগ্রাম রাঙামাটি-খাগড়াছড়ি মহাসড়ক হতে বামে প্রথম প্রস্থান ধরুন
ban_00737_01104739642	বাংলাদেশ বিমানের ফ্লাইট 914 772 আজকের 1 থেকে গেটের দিকে পৌঁছাবে লাইট দুপুর তিনটা পর্যন্ত দেরি হবে
ban_03042_00275520202	বাংলাদেশ বিমান 363 এর যাত্রা বিলম্বিত হয়েছে আজকে দুপুর তিনটায় তার ছেড়ে যাবে
ban_03042_00609431765	14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার সন্ধ্যায় ভালোবাসা দিবস শুরু হবে এবং শেষ হবে 14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার সন্ধ্যায় ইউটিসি সময়
ban_03042_02026637108	ইমেল পাঠাচ্ছি
ban_00779_01083970596	তাপস চারটি বল করেছেন
ban_02194_00251184111	জাপান পোস্ট হোল্ডিংস দীর্ঘদিন ধরে পোস্ট অফিস ব্যাংক বীমা ও ব্যবসা পরিচালনা করে
ban_03042_01278607089	ওসমানী থেকে শাহজালালের বাংলাদেশ বিমানের ফ্লাইট 1472 আজ দুপুর তিনটায় পৌঁছাবে
ban_03042_01878065486	নেক্সাস 16 এর রেজুলেশন 977 গুণন 720
ban_03042_00274881411	উত্তরা ফাইন্যান্স অ্যান্ড ইনভেস্টমেন্ট আর্থিক প্রতিষ্ঠান হিসেবে বাংলাদেশ ব্যাংকের অধীনে কাজ করে
ban_01232_00076303246	পূরবী জেনারেল ইন্সুরেন্স এর প্রধান কার্যালয় কোথায় অবস্থিত
ban_03042_01363327428	গ্রুপো জেনারালাইজ ইতালির মধ্যে বৃহত্তম এবং ইউরোপের অন্যতম বৃহত্তম বীমা কোম্পানি
ban_00737_01000387142	আমের ইন্ডিয়া রেস্টুরেন্ট আগামী মঙ্গলবার রাত দুইটা পর্যন্ত খোলা থাকবে
ban_02194_00615232724	আপনি কি একটা পাঠাতে চান
ban_00737_01863084642	বাংলাদেশ জাতীয় চিড়িয়াখানা
ban_01232_00069029604	দশ মাইলের বেশি দূরত্বে অবস্থিত ঝরনা গ্রিলের তালিকা দেয়া হলো
ban_00737_01537270166	পরিচিতি নাম আবারো বলুন অথবা বলুন বাতিল
ban_03042_00818783894	মাশরাফি 4 বল করেছেন
ban_01232_00765995027	টাঙ্গাইল নিটিং অ্যান্ড ডায়িং মিরপুর দারুস সালাম রোড অবস্থিত
ban_03042_01583141364	সোমবারে সকাল 11 টা থেকে বেলা তিনটা পর্যন্ত এবং সন্ধ্যা 7 টা থেকে 10 টা পর্যন্ত খোলা
ban_00779_00048267903	ইভেন্ট সংরক্ষণ হচ্ছে
ban_01232_00341822821	জেএফকে থেকে এলেক্সের ইউনাইটেড এয়ারলাইন্স ফ্লাইট চৌদ্দশত 72 কাল দুপুর তিনটায় ছেড়ে যাবে
ban_02194_02099639640	পাঠিয়ে দিন
ban_02194_01485783048	জেএফকে থেকে এল এ এক্স এর ইউনাইটেড এয়ারলাইন্স ফ্লাইট চৌদ্দশত বাহাদুর বিলম্বিত হয়েছে এটি কাল দুপুর তিনটায় ছেড়ে যাবে
ban_02194_00944967966	পাওয়ার গৃদ কম্পানি অফ বাংলাদেশ একটি বিদ্যুৎ উপযোগ সেবা প্রদানকারী কোম্পানি
ban_02194_00012428728	ন্যাশনাল ক্রেডিট এন্ড কমার্স ব্যাংক নিজস্ব একটি অনন্য ইতিহাস বহন করে
ban_00779_02115416527	আজকে যশোরের উচ্চ তাপমাত্রায় পূর্বাভাস 30 ডিগ্রি সেলসিয়াস
ban_02194_01164420557	ব্যাঙ সংকোচন পরিকল্পনা বাস্তবায়নের অংশ হিসেবে 6500 কর্মী ছাঁটাইয়ের ঘোষণা দিয়েছে তেল উৎপাদনকারী প্রতিষ্ঠান রয়েল স্ট্যাগ
ban_03042_00092481324	পিটার জ্যাকসন এর মুভিগুলোতে যা আছে
ban_00779_01057604588	গুগোল লেটস টক চিহ্ন জিও ও জি
ban_02194_01946319590	এই বছর প্রকৌশল খাতের কোম্পানি রতনপুর স্টিল রি-রোলিং মিলস ইন থেকে এ ক্যাটাগরিতে উন্নতি হয়েছে
ban_01232_01431788214	ফ্রিমাকে ট্রেডিংয়ের 2.3% কমেন্টে মূল্য 750 টাকা শেষ হয়েছে
ban_00779_00932761279	ভাইকিংস ম্যানচেস্টার ইউনাইটেডের খেলাটি ড্র হয়েছে
ban_02194_00757789809	হেরিটেজ রেস্টুডেন্ট রাত 10 টা পর্যন্ত খোলা
ban_00737_01493999230	না নিউ ইয়র্কে এই সপ্তাহে কোন বৃষ্টিপাত আশা করা যায় না
ban_03042_00351169987	অবশ্যই যখন আপনি নিরাপদ অবস্থাতে আসবেন তখন আপনাকে গুগল ম্যাপস নেভিগেশন বন্ধ করে notification-এ আলতো চাপুন
ban_00779_01381633519	ঢাকা শহরে কমলাপুর স্টেশন থেকে নারায়ণগঞ্জ স্টেশনের রাস্তা বের করছি
ban_00779_00848450688	আপনার বাসা থেকে কর্মস্থলের দূরত্ব এক মাইল
ban_02194_01748551571	ব্যাঙ্ক অফ আমেরিকা একটি আমেরিকান বহুজাতিক ব্যাংকিং ও আর্থিক সেবাদানকারী প্রতিষ্ঠান
ban_01232_00744957283	তারা নভেম্বরের 7 তারিখে বেলা চারটে তাদের সাথে খেলবে
ban_03042_01040941223	মোশাররফ স্পিনিং মিলস রপ্তানিমুখী একটি গার্মেন্টস কম্পানি
ban_00737_01375534878	আপনার পছন্দমত স্পর্শ করুন
ban_00737_00049370351	নিরালায় 363 যথাসময়ে উন্নয়ন করতে পারেনি আজকে দুপুর তিনটায় তা পৌঁছে যাবে
ban_00779_00426381355	ওসমানী থেকে শাহজালালের বাংলাদেশ বিমানের ফ্লাইট চৌদ্দশত 72 বিলম্বিত হয়েছে এটি আজ দুপুর তিনটায় ছেড়ে যাবে
ban_01232_01729830049	আব্দুল জব্বারের পিতার নাম হাসান আলী
ban_00779_01466919404	নর্থইস্ট রেস্তোরাঁর ফোন নাম্বার হল 888 7777 666
ban_02194_00697276441	মাইডাস ফাইন্যান্সিং অনুকূল কর্ম পরিবেশ বজায় রাখার অঙ্গীকার ব্যক্ত করেছে
ban_02194_01469426377	মাদারীপুর ঢাকা মহাসড়ক এই পথে
ban_00737_00068052117	বয় ক্যাসেট ইন্ডাস্ট্রিয়াল গ্রুপ
ban_00779_00697053239	সোমবারে সকাল 11 টা থেকে বেলা তিনটা পর্যন্ত খোলা
ban_02194_00019573547	লস এঞ্জেলেসে আগত ফ্লাইট সমূহের তথ্য এখানে দেয়া হলো
ban_03042_01540836421	ঠিক আছে মঙ্গলবার সন্ধ্যা সাতটা আপনার অ্যালার্ম ঠিক করতে হবে
ban_03042_00289642862	টঙ্গীতে
ban_03042_00987844744	গুগোল কেনাবেচার পূর্বে 2.3% বেড়ে 750 টাকা হয়েছে
ban_00737_00943393414	বাকেরগঞ্জ
ban_00737_01252984284	নতুন দিনটা কোনটি
ban_00737_02080025275	আপনার কাছে জনের কোন ইমেইল ঠিকানা নেই
ban_00737_01478820857	লালন বহুমুখী প্রতিভার অধিকারী একজন বাঙালি
ban_03042_00415412539	ইন্ডাস্ট্রিয়াল ব্যাংক হাজার 934 সালের 20 আগস্ট প্রতিষ্ঠিত হয়েছিল
ban_00779_01022909493	তাজউদ্দীন আহমদ
ban_01232_01457683888	মদিনা সিএনজি ফিলিং সার্ভিসেস সিএনজি সার্ভিস দিয়ে থাকে
ban_00779_00585607338	ঢাকা-আরিচা মহাসড়ক এই পথে অগ্রসর হয়েছে
ban_03042_02041828110	আমি এখনো এটা বুঝিনি আরো একবার বলুন
ban_03042_00144961862	আজ 2.3% বৃদ্ধি পেয়ে মূল্য 750 টাকা তে শেষ হয়েছে
ban_03042_02065993439	কলের বাজার জয়দেবপুর সড়কে বাম দিকে এগিয়ে যান
ban_02194_01104919635	কিশোরগঞ্জ পাকুন্দিয়া রোডে থাকতে অল্প ডানদিক ধরুন
ban_00737_00300921558	রাজেন্দ্রপুর কাপাসিয়া টোক সড়ক এর সাথে চলতে থাকুন
ban_00779_01729569969	রাজেন্দ্রপুর কাপাসিয়া টোক সড়ক থাকতে বামদিক ধরুন
ban_01232_00914975500	মুহাম্মদ ইউনূসের সহধর্মিনী ডক্টর আফ্রজ ইউনুস
ban_02194_00114872375	এপেক্স ট্যানারি চামড়া শিল্পের মাধ্যমে বাংলাদেশের অর্থনীতিতে প্রশংসনীয় অবদান রাখছে
ban_00737_01266238970	জিএসপি ফাইন্যান্স কোম্পানি বিভিন্ন সিএসআর পালন করে থাকে
ban_01232_02090720267	হেলসিংকি ফিনল্যান্ড এর রাজধানী
ban_00737_00866561470	ভৈরব-টু-কিশোরগঞ্জ রোড এর সাথে চলতে থাকুন
ban_02194_01418259764	চৌমাথায় প্রথম প্রস্থান ধরুন এবং ঢাকা-সিলেট মহাসড়কের দিকে চলতে থাকুন
ban_03042_01095555591	14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার ভালোবাসা দিবস
ban_02194_02063294376	চট্টগ্রাম হাটহাজারী মহাসড়ক অনুসরণ করে এগিয়ে যান
ban_03042_00928539765	সান সালভাদর এল সালভাদর এর রাজধানী
ban_00779_02121851144	এখানে ডক্টর হয়ে লেখকদের নাম দেয়া হলো
ban_01232_00007332226	এখানে টম ক্রুজের মুভিগুলো ওটিভি সবগুলো দেয়া হলো
ban_00737_00215879121	মেঘনা কনডেসমিল্ক ইন্ডাস্ট্রিজের অতি জনপ্রিয় ব্র্যান্ড হলো
ban_00779_00855977822	আব্দুল হামিদ খান ভাসানী 1887 সালের 12 ডিসেম্বর সিরাজগঞ্জে ধানগড়ার পল্লীতে জন্মগ্রহণ করেন
ban_01232_01432977718	আপনার সাম্প্রতিক যৌয়ের ডিসকাউন্ট ক্যাসেটের অর্ডারটি নিশ্চিত হয়েছে এর চালান এখনো হয়নি
ban_02194_01525635312	ঢাকা ইলেকট্রিক সাপ্লাই কোম্পানি নিরাপদ নির্ভরযোগ্য এবং টেকসই বিদ্যুৎ প্রদানের মাধ্যমে অর্থনৈতিক উন্নয়ন ও সামাজিক অগ্রগতিতে অবদান রেখে যাচ্ছে
ban_01232_00047612253	একমি কম্পিউটার পণ্য সেন্সর এর আকার 43
ban_00737_00056479596	বাংলাদেশ বিমান ফ্লাইট চৌদ্দশত 72 হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর থেকে ওসমানী আন্তর্জাতিক বিমানবন্দরের যাত্রা বিলম্ব হবে এরা ছারবে আজ বেলা তিনটায়
ban_03042_00063188491	মুর্তজা বশীরের বানানো ভাস্কর্য সমূহ যা আছে
ban_00779_01361941221	বার্তা পাঠানো হবে
ban_00737_00801117033	বিএসআরএম স্টিল বাংলাদেশের প্রথম আইএসও সনদ প্রাপ্ত ইস্পাত কোম্পানি
ban_03042_00783735278	সালনা জয়দেবপুর সড়ক থাকতে ডানদিক ধরুন
ban_03042_00833305124	টোকিও জাপানের রাজধানী
ban_03042_00838030197	হোটেল হিলটনে রিজার্ভেশন রয়েছে আপনার
ban_01232_01659176981	ঢাকায় বৃষ্টি হচ্ছে না
ban_01232_01768697451	ওয়ার্ল্ড কাপের ব্রাজিলের সাথে ইসরাইলের আগামী ম্যাচ ইএসপিএনের নভেম্বরের 7 তারিখ বেলা চারটে প্রচারিত হবে
ban_01701_00516791665	পঞ্চগড়
ban_03042_01077189490	এটি সানফ্রান্সিসকো ফর্টি 9 নার্স পর্যায় তালিকা
ban_03042_02129742784	সোনির ল্যাপটপ ও ক্যামেরা দারুণ জনপ্রিয়
ban_01232_00491092685	কুমিল্লা-সিলেট মহাসড়কে বামদিকে চলুন
ban_02194_00648079419	বাংলাদেশ ক্যানাডার খেলা নভেম্বরের 7 তারিখে বিকাল চারটায় ইয়স্মিনে দেখানো হবে
ban_02194_00719086905	হ্যাঁ এখন নিউইয়র্ক এ তুষারপাত হচ্ছে
ban_00779_01672717287	এর দিকে এগিয়ে যেতে ডান দিক আব্দুল গনি সড়ক ধরুন
ban_00779_00114755603	আপনি বলতে পারেন সাহায্য
ban_00779_00230949263	কোনাক্রি গিনির রাজধানী
ban_00737_01704395267	দুই নম্বর দ্বিতীয় আইটেম
ban_02194_00709750037	প্যারামাউন্ট ইন্স্যুরেন্স কোম্পানি জীবন বীমার নতুন দিগন্ত
ban_03042_01311507106	মোঃ জিল্লুর রহমান উড়াল সড়ক এ থাকতে অল্প দাম্ভিক ধরুন
ban_02194_01081712764	মুহাম্মদ ইউনূস গ্রামীণ ব্যাংকের প্রতিষ্ঠাতা
ban_00737_01498686941	ওয়াল্ড কাপের গ্রুপ আগে বাংলাদেশে আছে
ban_01232_01399199358	সায়হাম প্রপার্টিজ গুলশানে অবস্থিত
ban_02194_01147390959	ভ্যালেন্টাইন্স ডে শুরু হয় 2013 সালের 14 ফেব্রুয়ারি বৃহস্পতিবার সন্ধ্যায় এবং শেষ হয় একই বৃহস্পতিবার সন্ধ্যায় 14 ফেব্রুয়ারি 2013 ইউটিসি
ban_03042_02047953579	মুহাম্মদ ইউনূস চট্টগ্রাম বিশ্ববিদ্যালয়ের অর্থনীতি বিভাগের শিক্ষক
ban_01232_00122866380	পাওয়ার চায়না চীনের দেশে বিদ্যুতের প্রায় 10% সরবরাহ করে
