ActualText	ActualWords	FileName	PredWords	PredictedText	actual_word	deletions	hits	insertions	mer	miss_pred_word	substitutions	wer	wil	wip
এডাল্ট হলুম	['এডাল্ট', 'হলুম']	043553fec5	['অ্যাডাল্ট', 'ফিল্ম']	অ্যাডাল্ট ফিল্ম	['এডাল্ট', 'হলুম']	0.0	0.0	0.0	1.0	['ফিল্ম', 'অ্যাডাল্ট']	2.0	1.0	1.0	0.0
বিসিবির দুই প্রভাবশালী কর্মকর্তার হওয়ায়	['বিসিবির', 'দুই', 'প্রভাবশালী', 'কর্মকর্তার', 'হওয়ায়']	04366c13d8	['বিসিবির', 'দুই', 'প্রভাবশালী', 'কর্মকর্তা', 'হওয়ায়']	বিসিবির দুই প্রভাবশালী কর্মকর্তা হওয়ায়	['কর্মকর্তার']	0.0	4.0	0.0	0.2	['কর্মকর্তা']	1.0	0.2	0.36	0.64
হামলাকারীদের সনাক্ত	['হামলাকারীদের', 'সনাক্ত']	0436cd54b1	['হামলাকারীদের', 'শনাক্ত']	হামলাকারীদের শনাক্ত	['সনাক্ত']	0.0	1.0	0.0	0.5	['শনাক্ত']	1.0	0.5	0.75	0.25
মোবাইল টোটালি বন্ধ কইরা রাখসে	['মোবাইল', 'টোটালি', 'বন্ধ', 'কইরা', 'রাখসে']	0438caec5a	['মোবাইল', 'টোটালি', 'বন্ধ', 'কইরা', 'রাখছে']	মোবাইল টোটালি বন্ধ কইরা রাখছে	['রাখসে']	0.0	4.0	0.0	0.2	['রাখছে']	1.0	0.2	0.36	0.64
মিনহাজুল ইসলামের বিরুদ্ধে	['মিনহাজুল', 'ইসলামের', 'বিরুদ্ধে']	0439df9c6a	['মিনহাজুল', 'ইসলাম', 'এর', 'বিরুদ্ধে']	মিনহাজুল ইসলাম এর বিরুদ্ধে	['ইসলামের']	0.0	2.0	1.0	0.5	['এর', 'ইসলাম']	1.0	0.67	0.67	0.33
উড়ন্ত পাখির মতো এরোপ্লেন	['উড়ন্ত', 'পাখির', 'মতো', 'এরোপ্লেন']	043a25ab5c	['উড়ন্ত', 'পাখির', 'মতো', 'এরোপ্লেন']	উড়ন্ত পাখির মতো এরোপ্লেন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তিনি ১৯১৩ সালে	['তিনি', '১৯১৩', 'সালে']	043a476352	['তিনি', '1917', 'সালে']	তিনি 1917 সালে	['১৯১৩']	0.0	2.0	0.0	0.33	['1917']	1.0	0.33	0.56	0.44
ছাড়পত্রর অনেক কবিতার কথাই	['ছাড়পত্রর', 'অনেক', 'কবিতার', 'কথাই']	043aec8929	['ছাড়পত্র', 'অনেক', 'কবিতার', 'কথাই']	ছাড়পত্র অনেক কবিতার কথাই	['ছাড়পত্রর']	0.0	3.0	0.0	0.25	['ছাড়পত্র']	1.0	0.25	0.44	0.56
তাঁর জন্ম ১৯৫০-এর দশকে	['তাঁর', 'জন্ম', '১৯৫০-এর', 'দশকে']	043afb715a	['তার', 'জন্ম', 'ঊনিশো', 'পঞ্চাশ', 'এর', 'দশকে']	তার জন্ম ঊনিশো পঞ্চাশ এর দশকে	['তাঁর', '১৯৫০-এর']	0.0	2.0	2.0	0.67	['এর', 'তার', 'ঊনিশো', 'পঞ্চাশ']	2.0	1.0	0.83	0.17
একলা পথিক	['একলা', 'পথিক']	043b14910f	['একলা', 'পথিক']	একলা পথিক	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কোম্পানিটির ইনসুলিনগুলোর মধ্যে	['কোম্পানিটির', 'ইনসুলিনগুলোর', 'মধ্যে']	043be11d5e	['কোম্পানিটির', 'ইনসুলিন', 'গুলোর', 'মধ্যে']	কোম্পানিটির ইনসুলিন গুলোর মধ্যে	['ইনসুলিনগুলোর']	0.0	2.0	1.0	0.5	['গুলোর', 'ইনসুলিন']	1.0	0.67	0.67	0.33
এটি কোনো বাংলাদেশীর	['এটি', 'কোনো', 'বাংলাদেশীর']	043c119e56	['এটি', 'কোন', 'বাংলাদেশীর']	এটি কোন বাংলাদেশীর	['কোনো']	0.0	2.0	0.0	0.33	['কোন']	1.0	0.33	0.56	0.44
আরও কত তীক্ষ্ণ	['আরও', 'কত', 'তীক্ষ্ণ']	043c2edc34	['আরো', 'কত', 'তীক্ষ্ণ']	আরো কত তীক্ষ্ণ	['আরও']	0.0	2.0	0.0	0.33	['আরো']	1.0	0.33	0.56	0.44
চাল ঢুকেছে	['চাল', 'ঢুকেছে']	043d5e6b57	['চাল', 'ঢুকেছে']	চাল ঢুকেছে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মানবতাবিরোধী অপরাধের তদন্ত	['মানবতাবিরোধী', 'অপরাধের', 'তদন্ত']	043d8c0de7	['মানবতাবিরোধী', 'অপরাধের', 'তদন্ত']	মানবতাবিরোধী অপরাধের তদন্ত	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ইউরোপে রপ্তানি করে	['ইউরোপে', 'রপ্তানি', 'করে']	043dbbc81d	['ইউরোপে', 'রপ্তানি', 'করে']	ইউরোপে রপ্তানি করে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ওদের শিকারের কাছ থেকে	['ওদের', 'শিকারের', 'কাছ', 'থেকে']	043defdae7	['ওদের', 'শিকারের', 'কাছ', 'থেকে']	ওদের শিকারের কাছ থেকে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
একটি নতুন সিংহাসন তৈরিতে	['একটি', 'নতুন', 'সিংহাসন', 'তৈরিতে']	043e3416de	['একটি', 'নতুন', 'সিংহাসন', 'তৈরিতে']	একটি নতুন সিংহাসন তৈরিতে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সাহিত্যবোধ নজরুলের ছিল	['সাহিত্যবোধ', 'নজরুলের', 'ছিল']	043ed5aef7	['সাহিত্যবোধ', 'নজরুলের', 'ছিল']	সাহিত্যবোধ নজরুলের ছিল	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
রবীন্দ্রভক্ত পাঠক	['রবীন্দ্রভক্ত', 'পাঠক']	043fa0571b	['রবীন্দ্র', 'ভক্ত', 'পাঠক']	রবীন্দ্র ভক্ত পাঠক	['রবীন্দ্রভক্ত']	0.0	1.0	1.0	0.67	['রবীন্দ্র', 'ভক্ত']	1.0	1.0	0.83	0.17
আফগান কর্মকর্তারা জানিয়েছেন বন্যায় রাজধানী কাবুলের কাছে সারোবিতেই ৩৪ জন মানুষ নিহত হয়েছে।	['আফগান', 'কর্মকর্তারা', 'জানিয়েছেন', 'বন্যায়', 'রাজধানী', 'কাবুলের', 'কাছে', 'সারোবিতেই', '৩৪', 'জন', 'মানুষ', 'নিহত', 'হয়েছে']	043fa8aef3	['আফগান', 'কর্মকর্তারা', 'জানিয়েছেন', 'বন্যায়', 'রাজধানী', 'কাবুলের', 'কাছে', 'শাড়িতেই', '34', 'জন', 'মানুষ', 'নিহত', 'হয়েছে']	আফগান কর্মকর্তারা জানিয়েছেন বন্যায় রাজধানী কাবুলের কাছে শাড়িতেই 34 জন মানুষ নিহত হয়েছে	['সারোবিতেই', '৩৪']	0.0	11.0	0.0	0.15	['শাড়িতেই', '34']	2.0	0.15	0.28	0.72
সড়ক বিচ্ছিন্ন করা হয়েছে	['সড়ক', 'বিচ্ছিন্ন', 'করা', 'হয়েছে']	043fe805b8	['সড়ক', 'বিচ্ছিন্ন', 'করা', 'হয়েছে']	সড়ক বিচ্ছিন্ন করা হয়েছে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সারাবিশ্বে ধানের উন্নত বীজ	['সারাবিশ্বে', 'ধানের', 'উন্নত', 'বীজ']	0440cc693a	['সারাবিশ্বে', 'ধানের', 'উন্নত', 'বীজ']	সারাবিশ্বে ধানের উন্নত বীজ	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
লঞ্চটি ঢাকার উদ্দেশ্যে	['লঞ্চটি', 'ঢাকার', 'উদ্দেশ্যে']	04413de92d	['লঞ্চ', 'ঢাকার', 'উদ্দেশ্যে']	লঞ্চ ঢাকার উদ্দেশ্যে	['লঞ্চটি']	0.0	2.0	0.0	0.33	['লঞ্চ']	1.0	0.33	0.56	0.44
অনুষ্ঠানে শিশুদের সঙ্গে	['অনুষ্ঠানে', 'শিশুদের', 'সঙ্গে']	04415fb3ea	['অনুষ্ঠানে', 'শিশুদের', 'সঙ্গে']	অনুষ্ঠানে শিশুদের সঙ্গে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
অ্যাস্টেরিক্সের কাহিনী	['অ্যাস্টেরিক্সের', 'কাহিনী']	04421d9df1	['অ্যাসটেরিক্স', 'এর', 'কাহিনী']	অ্যাসটেরিক্স এর কাহিনী	['অ্যাস্টেরিক্সের']	0.0	1.0	1.0	0.67	['অ্যাসটেরিক্স', 'এর']	1.0	1.0	0.83	0.17
৬২ হাজার মার্কিন ডলারের	['৬২', 'হাজার', 'মার্কিন', 'ডলারের']	04425b7762	['62', 'হাজার', 'মার্কিন', 'ডলারের']	62 হাজার মার্কিন ডলারের	['৬২']	0.0	3.0	0.0	0.25	['62']	1.0	0.25	0.44	0.56
চলতি অর্থবছরেও	['চলতি', 'অর্থবছরেও']	0442b9cd31	['চলতি', 'অর্থবছরে']	চলতি অর্থবছরে	['অর্থবছরেও']	0.0	1.0	0.0	0.5	['অর্থবছরে']	1.0	0.5	0.75	0.25
অতএব, এ ক্ষেত্রে বিবাহ-সম্পর্ক	['অতএব', 'এ', 'ক্ষেত্রে', 'বিবাহ-সম্পর্ক']	044402a0b3	['অতএব', 'এক্ষেত্রে', 'বিবাহ', 'সম্পর্ক']	অতএব এক্ষেত্রে বিবাহ সম্পর্ক	['এ', 'ক্ষেত্রে', 'বিবাহ-সম্পর্ক']	0.0	1.0	0.0	0.75	['বিবাহ', 'এক্ষেত্রে', 'সম্পর্ক']	3.0	0.75	0.94	0.06
শক্ত হাতে ধরা	['শক্ত', 'হাতে', 'ধরা']	0444385b5d	['শক্ত', 'হাতে', 'ধরা']	শক্ত হাতে ধরা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সিদ্ধান্ত নিয়েছে শিক্ষা মন্ত্রণালয়	['সিদ্ধান্ত', 'নিয়েছে', 'শিক্ষা', 'মন্ত্রণালয়']	044462ae1d	['সিদ্ধান্ত', 'নিয়েছে', 'শিক্ষা', 'মন্ত্রণালয়']	সিদ্ধান্ত নিয়েছে শিক্ষা মন্ত্রণালয়	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মাছের টুকরা নরম হয়ে যাবে	['মাছের', 'টুকরা', 'নরম', 'হয়ে', 'যাবে']	04446a4f13	['মাছের', 'টুকরা', 'নরম', 'হয়ে', 'যাবে']	মাছের টুকরা নরম হয়ে যাবে	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
হোটেল কর্মকর্তারা বলছেন রাজনৈতিক স্থিতিশীলতা না আসলে হোটেল ব্যবসায় লোকসানের বোঝা আরো বাড়বে।	['হোটেল', 'কর্মকর্তারা', 'বলছেন', 'রাজনৈতিক', 'স্থিতিশীলতা', 'না', 'আসলে', 'হোটেল', 'ব্যবসায়', 'লোকসানের', 'বোঝা', 'আরো', 'বাড়বে']	04448a6a4d	['হোটেল', 'কর্মকর্তারা', 'বলছেন', 'রাজনৈতিক', 'স্থিতিশীলতা', 'না', 'আসলে', 'হোটেল', 'ব্যবসায়ী', 'লোকসানের', 'বোঝা', 'আরো', 'বাড়বে']	হোটেল কর্মকর্তারা বলছেন রাজনৈতিক স্থিতিশীলতা না আসলে হোটেল ব্যবসায়ী লোকসানের বোঝা আরো বাড়বে	['ব্যবসায়']	0.0	12.0	0.0	0.08	['ব্যবসায়ী']	1.0	0.08	0.15	0.85
প্রার্থীদের মনোনয়নপত্র প্রত্যাহার	['প্রার্থীদের', 'মনোনয়নপত্র', 'প্রত্যাহার']	0444a66c9f	['প্রার্থীদের', 'মনোনয়নপত্র', 'প্রত্যাহার']	প্রার্থীদের মনোনয়নপত্র প্রত্যাহার	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
গর্ভ নষ্ট করিল	['গর্ভ', 'নষ্ট', 'করিল']	0444e778af	['গর্ভ', 'নষ্ট', 'করিল']	গর্ভ নষ্ট করিল	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ওপরের কাঠের চাপে	['ওপরের', 'কাঠের', 'চাপে']	04450b8914	['উপরের', 'কাঠের', 'চাপে']	উপরের কাঠের চাপে	['ওপরের']	0.0	2.0	0.0	0.33	['উপরের']	1.0	0.33	0.56	0.44
জলভরা একটি পাত্র	['জলভরা', 'একটি', 'পাত্র']	0445958eed	['জলভরা', 'একটি', 'পাত্র']	জলভরা একটি পাত্র	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চার বছর আগে	['চার', 'বছর', 'আগে']	0445ad82a3	['4', 'বছর', 'আগে']	4 বছর আগে	['চার']	0.0	2.0	0.0	0.33	['4']	1.0	0.33	0.56	0.44
হিন্দু-মুসলমানদের	['হিন্দু-মুসলমানদের']	0445e49415	['হিন্দু', 'মুসলমানদের']	হিন্দু মুসলমানদের	['হিন্দু-মুসলমানদের']	0.0	0.0	1.0	1.0	['মুসলমানদের', 'হিন্দু']	1.0	2.0	1.0	0.0
তারা সমাবেশ করে	['তারা', 'সমাবেশ', 'করে']	04461b3654	['তারা', 'সমাবেশ', 'করে']	তারা সমাবেশ করে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দক্ষিণ মেরু কেন্দ্র অবস্থিত	['দক্ষিণ', 'মেরু', 'কেন্দ্র', 'অবস্থিত']	04462d22c5	['দক্ষিণ', 'মেরু', 'কেন্দ্র', 'অবস্থিত']	দক্ষিণ মেরু কেন্দ্র অবস্থিত	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কর্মসূচি ঘোষণা করা হয়	['কর্মসূচি', 'ঘোষণা', 'করা', 'হয়']	044720d80f	['কর্মসূচি', 'ঘোষণা', 'করা', 'হয়']	কর্মসূচি ঘোষণা করা হয়	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
জড়িয়ে যেতে পারেন	['জড়িয়ে', 'যেতে', 'পারেন']	044729843b	['জড়িয়ে', 'যেতে', 'পারেন']	জড়িয়ে যেতে পারেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কেরানীগঞ্জ	['কেরানীগঞ্জ']	044785e552	['কেরানীগঞ্জ']	কেরানীগঞ্জ	[]	0.0	1.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রদর্শন পর্যন্ত	['প্রদর্শন', 'পর্যন্ত']	0447b989ea	['প্রদর্শন', 'পর্যন্ত']	প্রদর্শন পর্যন্ত	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সোমবার সাংবাদিক সম্মেলনে	['সোমবার', 'সাংবাদিক', 'সম্মেলনে']	0447c17748	['সোমবার', 'সাংবাদিক', 'সম্মেলনে']	সোমবার সাংবাদিক সম্মেলনে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চুক্তি সম্পন্ন হওয়ার	['চুক্তি', 'সম্পন্ন', 'হওয়ার']	04488d0fe7	['চুক্তি', 'সম্পন্ন', 'হওয়ার']	চুক্তি সম্পন্ন হওয়ার	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
অভিজ্ঞ পেশাজীবীর হাত ধরে	['অভিজ্ঞ', 'পেশাজীবীর', 'হাত', 'ধরে']	0448a37cad	['অভিজ্ঞ', 'পেশাজীবীর', 'হাত', 'ধরে']	অভিজ্ঞ পেশাজীবীর হাত ধরে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রচন্ড গরম	['প্রচন্ড', 'গরম']	0448e4c559	['প্রচন্ড', 'গরম']	প্রচন্ড গরম	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সমাধান হয়ে যাবে	['সমাধান', 'হয়ে', 'যাবে']	0448ebef17	['সমাধান', 'হয়ে', 'যাবে']	সমাধান হয়ে যাবে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রচার ও প্রসারে	['প্রচার', 'ও', 'প্রসারে']	04491afd20	['প্রচার', 'ও', 'প্রসারের']	প্রচার ও প্রসারের	['প্রসারে']	0.0	2.0	0.0	0.33	['প্রসারের']	1.0	0.33	0.56	0.44
তাদের মিত্র	['তাদের', 'মিত্র']	044a08dbea	['তাদের', 'মিত্র']	তাদের মিত্র	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বাঙালি দর্শকের হৃদয়ে	['বাঙালি', 'দর্শকের', 'হৃদয়ে']	044a32b641	['বাঙালি', 'দর্শকের', 'হৃদয়']	বাঙালি দর্শকের হৃদয়	['হৃদয়ে']	0.0	2.0	0.0	0.33	['হৃদয়']	1.0	0.33	0.56	0.44
এটা বাংলাদেশি হ্যাকারদের জন্য সতর্কবার্তা	['এটা', 'বাংলাদেশি', 'হ্যাকারদের', 'জন্য', 'সতর্কবার্তা']	044a4e739d	['একটু', 'বাংলাদেশি', 'হ্যাকারদের', 'জন্য', 'সতর্কবার্তা']	একটু বাংলাদেশি হ্যাকারদের জন্য সতর্কবার্তা	['এটা']	0.0	4.0	0.0	0.2	['একটু']	1.0	0.2	0.36	0.64
এ বছর শিশুদের জন্য	['এ', 'বছর', 'শিশুদের', 'জন্য']	044a7878d4	['এ', 'বছর', 'শিশুদের', 'জন্য']	এ বছর শিশুদের জন্য	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
জমির মাপ	['জমির', 'মাপ']	044ab56a24	['জমির', 'মাপ']	জমির মাপ	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মিঃ রাফসানজানি	['মিঃ', 'রাফসানজানি']	044afb5cd4	['মিস্টার', 'রাফসানজানি']	মিস্টার রাফসানজানি	['মিঃ']	0.0	1.0	0.0	0.5	['মিস্টার']	1.0	0.5	0.75	0.25
এক-আধটা পথিক	['এক-আধটা', 'পথিক']	044b32ca2e	['একাত্ম', 'প্রতীক']	একাত্ম প্রতীক	['এক-আধটা', 'পথিক']	0.0	0.0	0.0	1.0	['একাত্ম', 'প্রতীক']	2.0	1.0	1.0	0.0
বড় পর্দায়	['বড়', 'পর্দায়']	044b61e7c5	['বড়', 'পর্দায়']	বড় পর্দায়	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
উপজেলা চেয়ারম্যানদের মধ্যে	['উপজেলা', 'চেয়ারম্যানদের', 'মধ্যে']	044b73ae89	['উপজেলা', 'চেয়ারম্যানদের', 'মধ্যে']	উপজেলা চেয়ারম্যানদের মধ্যে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ঘুরে বেড়াচ্ছেনে	['ঘুরে', 'বেড়াচ্ছেনে']	044c091f30	['ঘুরে', 'বেড়াচ্ছেন']	ঘুরে বেড়াচ্ছেন	['বেড়াচ্ছেনে']	0.0	1.0	0.0	0.5	['বেড়াচ্ছেন']	1.0	0.5	0.75	0.25
মজুরী দেওয়া হবে	['মজুরী', 'দেওয়া', 'হবে']	044c4f52bf	['মজুরি', 'দেওয়া', 'হবে']	মজুরি দেওয়া হবে	['মজুরী']	0.0	2.0	0.0	0.33	['মজুরি']	1.0	0.33	0.56	0.44
শুরুতে মৃতের সংখ্যাটিকে	['শুরুতে', 'মৃতের', 'সংখ্যাটিকে']	044c86c799	['শুরুতে', 'মৃতের', 'সংখ্যা', 'থেকে']	শুরুতে মৃতের সংখ্যা থেকে	['সংখ্যাটিকে']	0.0	2.0	1.0	0.5	['থেকে', 'সংখ্যা']	1.0	0.67	0.67	0.33
এখন কেন নির্বাচনে	['এখন', 'কেন', 'নির্বাচনে']	044d07981a	['এখন', 'কেন', 'নির্বাচনে']	এখন কেন নির্বাচনে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বনাম সময় লেখকেই	['বনাম', 'সময়', 'লেখকেই']	044d1a758c	['বনাম', 'সময়', 'লেখকে']	বনাম সময় লেখকে	['লেখকেই']	0.0	2.0	0.0	0.33	['লেখকে']	1.0	0.33	0.56	0.44
এখন পর্যন্ত এই তহবিলে ১০০ কোটি টাকারও বেশি অর্থ তোলা হয়েছে।	['এখন', 'পর্যন্ত', 'এই', 'তহবিলে', '১০০', 'কোটি', 'টাকারও', 'বেশি', 'অর্থ', 'তোলা', 'হয়েছে']	044d523387	['এখন', 'পর্যন্ত', 'এই', 'তহবিলে', '100', 'কোটি', 'টাকারও', 'বেশি', 'অর্থ', 'তোলা', 'হয়েছে']	এখন পর্যন্ত এই তহবিলে 100 কোটি টাকারও বেশি অর্থ তোলা হয়েছে	['১০০']	0.0	10.0	0.0	0.09	['100']	1.0	0.09	0.17	0.83
গ্যালাথি করা হয়	['গ্যালাথি', 'করা', 'হয়']	044d9a1efa	['গেলাতি', 'করা', 'হয়']	গেলাতি করা হয়	['গ্যালাথি']	0.0	2.0	0.0	0.33	['গেলাতি']	1.0	0.33	0.56	0.44
ড্যান্স পার্টি	['ড্যান্স', 'পার্টি']	044dbefc4c	['ডান্স', 'পার্টি']	ডান্স পার্টি	['ড্যান্স']	0.0	1.0	0.0	0.5	['ডান্স']	1.0	0.5	0.75	0.25
গোসল করতেন	['গোসল', 'করতেন']	044eb00286	['গোসল', 'করতেন']	গোসল করতেন	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এসময় চেয়ারম্যান শামছুদ্দিন প্রধানকে	['এসময়', 'চেয়ারম্যান', 'শামছুদ্দিন', 'প্রধানকে']	044ed7416e	['এ', 'সময়', 'চেয়ারম্যান', 'শামসুদ্দীন', 'প্রধান', 'কে']	এ সময় চেয়ারম্যান শামসুদ্দীন প্রধান কে	['প্রধানকে', 'শামছুদ্দিন', 'এসময়']	0.0	1.0	2.0	0.83	['প্রধান', 'শামসুদ্দীন', 'সময়', 'কে', 'এ']	3.0	1.25	0.96	0.04
সংশ্লিষ্ট পরিভাষার	['সংশ্লিষ্ট', 'পরিভাষার']	044f116651	['সংশ্লিষ্ট', 'পরিভাষার']	সংশ্লিষ্ট পরিভাষার	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দক্ষিণ কান্নাড়া	['দক্ষিণ', 'কান্নাড়া']	045020605e	['দক্ষিণ', 'কান্নাড়া']	দক্ষিণ কান্নাড়া	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ক্যাম্পাসে প্রবেশ করলে	['ক্যাম্পাসে', 'প্রবেশ', 'করলে']	04502a21e7	['ক্যাম্পাসে', 'প্রবেশ', 'করলে']	ক্যাম্পাসে প্রবেশ করলে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আমাদের পক্ষে কতোখানি সহায়ক	['আমাদের', 'পক্ষে', 'কতোখানি', 'সহায়ক']	0450dae7e0	['আমাদের', 'পক্ষে', 'কতখানি', 'সহায়ক']	আমাদের পক্ষে কতখানি সহায়ক	['কতোখানি']	0.0	3.0	0.0	0.25	['কতখানি']	1.0	0.25	0.44	0.56
নিবেদিতাও ছিলেন	['নিবেদিতাও', 'ছিলেন']	0450dc5567	['নিবেদিতা', 'ও', 'ছিলেন']	নিবেদিতা ও ছিলেন	['নিবেদিতাও']	0.0	1.0	1.0	0.67	['ও', 'নিবেদিতা']	1.0	1.0	0.83	0.17
এবং কৃষি খাতের প্রবৃদ্ধি	['এবং', 'কৃষি', 'খাতের', 'প্রবৃদ্ধি']	04515343da	['এবং', 'কৃষি', 'খাতে', 'প্রবৃদ্ধি']	এবং কৃষি খাতে প্রবৃদ্ধি	['খাতের']	0.0	3.0	0.0	0.25	['খাতে']	1.0	0.25	0.44	0.56
সেই একই গল্প চালাইয়াদিলেন	['সেই', 'একই', 'গল্প', 'চালাইয়াদিলেন']	0451ca64f9	['সেই', 'একই', 'গল্প', 'চালাইয়া', 'দিলেন']	সেই একই গল্প চালাইয়া দিলেন	['চালাইয়াদিলেন']	0.0	3.0	1.0	0.4	['চালাইয়া', 'দিলেন']	1.0	0.5	0.55	0.45
মানতেই হবে	['মানতেই', 'হবে']	0451fe4489	['মানতেই', 'হবে']	মানতেই হবে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নির্যাতন চালানোর জায়গা	['নির্যাতন', 'চালানোর', 'জায়গা']	04523739f2	['নির্যাতন', 'চালানোর', 'জায়গা']	নির্যাতন চালানোর জায়গা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ভাগ্যদেবী যেন আতাউল করিমের জন্যই	['ভাগ্যদেবী', 'যেন', 'আতাউল', 'করিমের', 'জন্যই']	04528e617a	['ভাগ্যদেবী', 'যেন', 'আতাউল', 'করিম', 'এর', 'জন্যই']	ভাগ্যদেবী যেন আতাউল করিম এর জন্যই	['করিমের']	0.0	4.0	1.0	0.33	['এর', 'করিম']	1.0	0.4	0.47	0.53
পাঁচ-ছয় বছর	['পাঁচ-ছয়', 'বছর']	04530bde6e	['পাঁচ-ছয়', 'বছর']	পাঁচ-ছয় বছর	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
রানা প্লাজা ট্রাস্ট ফান্ডে	['রানা', 'প্লাজা', 'ট্রাস্ট', 'ফান্ডে']	04534648f8	['রানাপ্লাজার', 'ট্রাস্ট', 'ফান্ড']	রানাপ্লাজার ট্রাস্ট ফান্ড	['রানা', 'ফান্ডে', 'প্লাজা']	1.0	1.0	0.0	0.75	['রানাপ্লাজার', 'ফান্ড']	2.0	0.75	0.92	0.08
গ্রেপ্তারি এড়াতে	['গ্রেপ্তারি', 'এড়াতে']	04538bef1c	['গ্রেফতারি', 'এড়াতে']	গ্রেফতারি এড়াতে	['গ্রেপ্তারি']	0.0	1.0	0.0	0.5	['গ্রেফতারি']	1.0	0.5	0.75	0.25
চেয়ারম্যানের কাছে	['চেয়ারম্যানের', 'কাছে']	04539db399	['চেয়ারম্যানের', 'কাছে']	চেয়ারম্যানের কাছে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সংস্থাপিত হইয়াছে	['সংস্থাপিত', 'হইয়াছে']	0453f043cc	['সংস্থাপিত', 'হয়েছে']	সংস্থাপিত হয়েছে	['হইয়াছে']	0.0	1.0	0.0	0.5	['হয়েছে']	1.0	0.5	0.75	0.25
তাঁর ভালোবাসার ও আনন্দের ক্ষেত্র এটি	['তাঁর', 'ভালোবাসার', 'ও', 'আনন্দের', 'ক্ষেত্র', 'এটি']	04540e2568	['তার', 'ভালবাসার', 'ও', 'আনন্দের', 'ক্ষেত্রে', 'এটি']	তার ভালবাসার ও আনন্দের ক্ষেত্রে এটি	['তাঁর', 'ক্ষেত্র', 'ভালোবাসার']	0.0	3.0	0.0	0.5	['ক্ষেত্রে', 'ভালবাসার', 'তার']	3.0	0.5	0.75	0.25
হামলা-নির্যাতনের শিকার হয়েছে	['হামলা-নির্যাতনের', 'শিকার', 'হয়েছে']	0454452bfd	['হামলা', 'নির্যাতনের', 'শিকার', 'হয়েছে']	হামলা নির্যাতনের শিকার হয়েছে	['হামলা-নির্যাতনের']	0.0	2.0	1.0	0.5	['নির্যাতনের', 'হামলা']	1.0	0.67	0.67	0.33
